,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,hour
5982,1,0,0,2,10.66,12.88,70,12.998,22,160,182,1
5983,1,0,0,2,10.66,12.88,65,12.998,25,223,248,1
5984,1,0,0,2,11.48,13.635,61,11.0014,33,241,274,2
5985,1,0,0,1,12.3,15.15,61,11.0014,40,203,243,2
5986,1,0,0,2,12.3,14.395,56,16.9979,55,217,272,2
5987,1,0,0,1,12.3,14.395,56,15.0013,35,261,296,2
5988,1,0,0,1,13.12,15.91,53,11.0014,31,275,306,2
5989,1,0,0,1,12.3,14.395,52,16.9979,10,171,181,2
5990,1,0,0,1,12.3,14.395,52,15.0013,6,63,69,3
5991,1,0,0,1,11.48,13.635,56,12.998,3,47,50,3
5992,1,0,0,1,11.48,14.395,56,7.0015,6,60,66,3
5993,1,0,0,1,10.66,13.635,60,7.0015,9,182,191,3
5994,1,0,0,1,9.84,12.12,70,8.9981,4,38,42,3
5995,1,0,1,1,9.84,12.12,65,8.9981,7,14,21,0
5996,1,0,1,1,9.02,12.88,75,6.0032,0,6,6,0
5997,1,0,1,1,9.02,13.635,75,0.0,0,3,3,0
5998,1,0,1,1,7.38,10.605,80,7.0015,0,2,2,0
5999,1,0,1,1,7.38,10.605,80,7.0015,0,17,17,0
6000,1,0,1,1,6.56,9.09,86,7.0015,0,72,72,1
6001,1,0,1,1,6.56,9.09,86,7.0015,5,229,234,1
6002,1,0,1,1,6.56,9.09,86,8.9981,10,434,444,1
6003,1,0,1,1,7.38,10.605,80,7.0015,8,269,277,1
6004,1,0,1,1,9.02,12.12,75,7.0015,20,96,116,1
6005,1,0,1,1,10.66,13.635,70,8.9981,12,104,116,1
6006,1,0,1,1,13.12,15.91,61,11.0014,19,131,150,1
6007,1,0,1,1,15.58,19.695,40,15.0013,17,124,141,2
6008,1,0,1,1,16.4,20.455,35,11.0014,14,126,140,2
6009,1,0,1,1,17.22,21.21,32,19.0012,25,146,171,2
6010,1,0,1,1,16.4,20.455,43,16.9979,13,215,228,2
6011,1,0,1,1,16.4,20.455,43,16.9979,13,417,430,2
6012,1,0,1,1,15.58,19.695,43,15.0013,11,426,437,2
6013,1,0,1,1,14.76,16.665,43,16.9979,7,284,291,3
6014,1,0,1,1,13.94,16.665,46,11.0014,7,194,201,3
6015,1,0,1,1,13.12,15.91,57,11.0014,11,143,154,3
6016,1,0,1,1,12.3,15.15,65,8.9981,4,83,87,3
6017,1,0,1,1,12.3,15.15,65,8.9981,3,43,46,3
6018,1,0,1,1,12.3,14.395,70,12.998,1,22,23,0
6019,1,0,1,1,11.48,14.395,61,8.9981,8,6,14,0
6020,1,0,1,1,12.3,16.665,61,0.0,0,4,4,0
6021,1,0,1,2,12.3,16.665,70,0.0,1,1,2,0
6022,1,0,1,2,12.3,16.665,70,0.0,0,3,3,0
6023,1,0,1,1,13.12,16.665,49,6.0032,0,15,15,0
6024,1,0,1,1,13.12,15.15,45,19.9995,2,98,100,1
6025,1,0,1,1,13.12,17.425,45,0.0,6,293,299,1
6026,1,0,1,1,12.3,15.91,49,0.0,7,522,529,1
6027,1,0,1,1,13.12,16.665,49,0.0,11,278,289,1
6028,1,0,1,1,13.94,16.665,46,11.0014,12,104,116,1
6029,1,0,1,1,14.76,17.425,46,12.998,9,120,129,1
6030,1,0,1,1,16.4,20.455,40,22.0028,9,163,172,1
6031,1,0,1,1,18.04,21.97,38,16.9979,15,169,184,2
6032,1,0,1,1,18.04,21.97,38,16.9979,11,127,138,2
6033,1,0,1,1,18.04,21.97,38,12.998,13,133,146,2
6034,1,0,1,1,18.04,21.97,35,16.9979,19,257,276,2
6035,1,0,1,1,18.04,21.97,35,12.998,15,494,509,2
6036,1,0,1,1,17.22,21.21,38,12.998,10,508,518,2
6037,1,0,1,1,15.58,19.695,43,15.0013,11,327,338,3
6038,1,0,1,1,14.76,17.425,50,8.9981,6,206,212,3
6039,1,0,1,1,13.94,17.425,61,7.0015,20,170,190,3
6040,1,0,1,1,13.12,15.91,57,12.998,11,107,118,3
6041,1,0,1,1,13.12,16.665,57,8.9981,2,49,51,3
6042,1,0,1,1,12.3,14.395,56,15.0013,2,21,23,0
6043,1,0,1,1,11.48,13.635,61,11.0014,1,9,10,0
6044,1,0,1,1,10.66,15.15,65,0.0,0,1,1,0
6045,1,0,1,1,10.66,15.15,65,0.0,0,1,1,0
6046,1,0,1,1,9.84,12.88,70,6.0032,0,1,1,0
6047,1,0,1,1,9.84,12.88,70,6.0032,0,20,20,0
6048,1,0,1,2,9.84,14.395,70,0.0,3,95,98,1
6049,1,0,1,2,9.84,12.88,70,7.0015,5,276,281,1
6050,1,0,1,2,9.84,11.365,70,15.0013,13,495,508,1
6051,1,0,1,2,9.84,12.88,70,11.0014,8,245,253,1
6052,1,0,1,2,10.66,12.88,70,15.0013,1,107,108,1
6053,1,0,1,2,10.66,12.88,65,15.0013,5,97,102,1
6054,1,0,1,2,11.48,12.88,65,19.0012,14,124,138,1
6055,1,0,1,2,11.48,14.395,61,7.0015,15,111,126,2
6056,1,0,1,2,12.3,15.15,56,11.0014,8,100,108,2
6057,1,0,1,3,12.3,15.91,61,7.0015,5,49,54,2
6058,1,0,1,3,10.66,13.635,81,7.0015,2,73,75,2
6059,1,0,1,3,9.84,12.88,87,7.0015,8,147,155,2
6060,1,0,1,3,9.84,12.88,87,7.0015,4,163,167,2
6061,1,0,1,3,9.84,12.88,87,7.0015,3,158,161,3
6062,1,0,1,3,9.84,12.12,87,8.9981,3,122,125,3
6063,1,0,1,3,9.84,11.365,87,12.998,3,126,129,3
6064,1,0,1,2,9.84,12.12,87,8.9981,3,95,98,3
6065,1,0,1,2,9.84,12.12,87,11.0014,3,57,60,3
6066,1,0,1,2,9.84,12.12,87,11.0014,3,23,26,0
6067,1,0,1,2,9.84,12.12,87,8.9981,2,10,12,0
6068,1,0,1,1,9.02,11.365,80,8.9981,0,2,2,0
6069,1,0,1,1,9.02,10.605,80,19.0012,0,4,4,0
6070,1,0,1,2,9.02,9.85,75,30.0026,0,1,1,0
6071,1,0,1,1,8.2,9.09,75,19.0012,0,18,18,0
6072,1,0,1,1,8.2,9.09,75,19.0012,1,75,76,1
6073,1,0,1,1,8.2,9.85,69,16.9979,4,263,267,1
6074,1,0,1,1,8.2,9.85,64,16.9979,11,473,484,1
6075,1,0,1,1,8.2,9.85,59,15.0013,9,229,238,1
6076,1,0,1,1,9.02,10.605,51,15.0013,7,90,97,1
6077,1,0,1,1,9.84,11.365,52,15.0013,4,95,99,1
6078,1,0,1,1,10.66,11.365,48,22.0028,10,148,158,1
6079,1,0,1,1,12.3,13.635,42,22.0028,10,144,154,2
6080,1,0,1,1,13.12,15.15,39,19.9995,18,126,144,2
6081,1,0,1,1,13.12,15.15,36,19.9995,14,120,134,2
6082,1,0,1,1,13.94,16.665,36,0.0,15,223,238,2
6083,1,0,1,1,13.94,16.665,34,8.9981,12,387,399,2
6084,1,0,1,1,13.94,16.665,31,11.0014,13,404,417,2
6085,1,0,1,1,13.12,16.665,33,7.0015,8,287,295,3
6086,1,0,1,1,13.12,17.425,36,0.0,2,197,199,3
6087,1,0,1,1,12.3,15.91,52,6.0032,8,169,177,3
6088,1,0,1,2,12.3,16.665,56,0.0,3,104,107,3
6089,1,0,1,2,12.3,16.665,52,0.0,9,75,84,3
6090,1,0,1,2,11.48,15.15,65,6.0032,4,39,43,0
6091,1,0,1,2,11.48,15.15,61,6.0032,2,11,13,0
6092,1,0,1,1,10.66,14.395,52,6.0032,7,9,16,0
6093,1,0,1,1,10.66,14.395,56,6.0032,0,5,5,0
6094,1,0,1,1,10.66,14.395,56,6.0032,0,2,2,0
6095,1,0,1,1,9.84,11.365,52,15.0013,0,17,17,0
6096,1,0,1,1,8.2,9.85,59,12.998,3,61,64,1
6097,1,0,1,1,8.2,10.605,59,11.0014,5,225,230,1
6098,1,0,1,1,8.2,10.605,59,11.0014,1,447,448,1
6099,1,0,1,1,9.02,11.365,55,11.0014,10,265,275,1
6100,1,0,1,2,10.66,13.635,48,8.9981,5,119,124,1
6101,1,0,1,2,11.48,14.395,45,7.0015,19,134,153,1
6102,1,0,1,2,12.3,15.15,42,8.9981,8,168,176,1
6103,1,0,1,2,12.3,15.91,42,6.0032,22,170,192,2
6104,1,0,1,2,13.12,16.665,39,6.0032,8,138,146,2
6105,1,0,1,2,13.12,16.665,45,8.9981,27,164,191,2
6106,1,0,1,2,13.94,15.91,42,16.9979,28,240,268,2
6107,1,0,1,2,13.94,16.665,42,12.998,15,381,396,2
6108,1,0,1,3,12.3,15.15,61,8.9981,14,345,359,2
6109,1,0,1,2,13.12,17.425,57,0.0,16,246,262,3
6110,1,0,1,2,13.12,17.425,57,0.0,7,144,151,3
6111,1,0,1,2,13.12,16.665,66,6.0032,14,108,122,3
6112,1,0,1,2,13.12,17.425,66,0.0,11,102,113,3
6113,1,0,1,2,12.3,15.91,70,6.0032,1,64,65,3
6114,1,0,0,2,12.3,15.15,70,8.9981,3,50,53,0
6115,1,0,0,3,11.48,14.395,81,8.9981,2,43,45,0
6116,1,0,0,3,10.66,12.88,81,12.998,2,24,26,0
6117,1,0,0,3,9.84,11.365,87,15.0013,0,9,9,0
6118,1,0,0,3,9.84,11.365,87,15.0013,0,4,4,0
6119,1,0,0,3,9.02,11.365,93,11.0014,0,2,2,0
6120,1,0,0,3,9.02,11.365,93,8.9981,1,8,9,1
6121,1,0,0,3,9.02,11.365,93,8.9981,0,19,19,1
6122,1,0,0,3,9.02,11.365,93,8.9981,1,77,78,1
6123,1,0,0,3,9.02,12.12,93,7.0015,5,85,90,1
6124,1,0,0,3,9.02,12.12,93,7.0015,23,143,166,1
6125,1,0,0,2,9.84,12.88,81,7.0015,26,157,183,1
6126,1,0,0,2,10.66,12.88,81,11.0014,25,196,221,1
6127,1,0,0,2,10.66,12.12,81,19.0012,18,217,235,2
6128,1,0,0,2,10.66,12.12,81,16.9979,38,205,243,2
6129,1,0,0,2,12.3,13.635,61,19.9995,12,112,124,2
6130,1,0,0,3,9.02,9.85,75,27.9993,12,134,146,2
6131,1,0,0,3,9.02,9.09,69,31.0009,13,131,144,2
6132,1,0,0,2,9.02,9.09,47,43.9989,3,105,108,2
6133,1,0,0,2,8.2,7.575,40,36.9974,2,85,87,3
6134,1,0,0,2,6.56,6.06,43,36.9974,1,62,63,3
6135,1,0,0,1,5.74,3.79,43,43.0006,5,43,48,3
6136,1,0,0,2,5.74,5.305,39,26.0027,0,46,46,3
6137,1,0,0,3,4.92,3.79,50,32.9975,0,20,20,3
6138,1,0,0,3,4.1,3.79,68,26.0027,0,21,21,0
6139,1,0,0,3,3.28,2.275,79,31.0009,0,24,24,0
6140,1,0,0,2,4.1,3.03,58,39.0007,1,26,27,0
6141,1,0,0,2,4.1,2.275,46,46.0022,0,14,14,0
6142,1,0,0,2,4.1,2.275,46,47.9988,0,1,1,0
6143,1,0,0,1,4.1,3.79,49,26.0027,0,3,3,0
6144,1,0,0,1,4.1,3.79,49,26.0027,0,2,2,1
6145,1,0,0,1,3.28,4.545,53,12.998,0,18,18,1
6146,1,0,0,1,3.28,3.79,53,16.9979,0,26,26,1
6147,1,0,0,1,4.1,4.545,49,19.9995,3,60,63,1
6148,1,0,0,1,4.92,5.305,42,23.9994,8,83,91,1
6149,1,0,0,1,4.92,5.305,42,19.9995,3,121,124,1
6150,1,0,0,1,5.74,3.79,39,43.0006,7,133,140,1
6151,1,0,0,1,6.56,6.06,40,30.0026,10,128,138,2
6152,1,0,0,1,6.56,6.06,40,35.0008,9,102,111,2
6153,1,0,0,1,6.56,6.06,40,36.9974,5,150,155,2
6154,1,0,0,1,8.2,8.335,34,31.0009,16,148,164,2
6155,1,0,0,1,7.38,7.575,37,27.9993,4,83,87,2
6156,1,0,0,1,6.56,6.06,40,31.0009,4,92,96,2
6157,1,0,0,1,6.56,6.82,40,19.0012,2,78,80,3
6158,1,0,0,1,5.74,6.06,42,22.0028,1,56,57,3
6159,1,0,0,1,5.74,6.06,43,19.9995,0,36,36,3
6160,1,0,0,1,5.74,7.575,43,11.0014,0,28,28,3
6161,1,0,0,1,5.74,6.82,43,15.0013,0,23,23,3
6162,1,0,1,1,5.74,6.82,46,15.0013,0,9,9,0
6163,1,0,1,1,4.92,6.06,50,15.0013,0,6,6,0
6164,1,0,1,1,5.74,6.82,46,12.998,0,4,4,0
6165,1,0,1,1,4.92,7.575,54,7.0015,0,1,1,0
6166,1,0,1,1,4.92,8.335,54,6.0032,0,2,2,0
6167,1,0,1,1,4.1,6.06,58,8.9981,0,17,17,0
6168,1,0,1,1,4.1,5.305,54,15.0013,1,71,72,1
6169,1,0,1,1,4.1,5.305,54,12.998,1,194,195,1
6170,1,0,1,1,4.1,6.06,54,8.9981,4,413,417,1
6171,1,0,1,1,4.92,6.82,50,12.998,7,198,205,1
6172,1,0,1,1,5.74,7.575,50,8.9981,1,70,71,1
6173,1,0,1,1,9.02,11.365,37,12.998,5,85,90,1
6174,1,0,1,1,11.48,12.88,28,22.0028,7,111,118,1
6175,1,0,1,1,13.12,15.15,22,15.0013,11,129,140,2
6176,1,0,1,1,13.94,17.425,23,7.0015,10,125,135,2
6177,1,0,1,1,14.76,17.425,27,8.9981,10,145,155,2
6178,1,0,1,1,14.76,17.425,23,12.998,5,206,211,2
6179,1,0,1,1,14.76,17.425,23,12.998,8,399,407,2
6180,1,0,1,1,13.94,15.91,25,16.9979,6,399,405,2
6181,1,0,1,1,13.94,16.665,25,8.9981,7,256,263,3
6182,1,0,1,1,12.3,15.15,42,11.0014,4,210,214,3
6183,1,0,1,1,11.48,14.395,45,8.9981,2,145,147,3
6184,1,0,1,1,10.66,13.635,56,7.0015,3,99,102,3
6185,1,0,1,1,11.48,15.91,41,0.0,2,34,36,3
6186,1,0,1,2,10.66,15.15,60,0.0,0,14,14,0
6187,1,0,1,2,10.66,15.15,56,0.0,0,6,6,0
6188,1,0,1,2,11.48,15.91,41,0.0,0,3,3,0
6189,1,0,1,2,10.66,15.15,52,0.0,0,3,3,0
6190,1,0,1,2,10.66,13.635,65,7.0015,0,2,2,0
6191,1,0,1,2,10.66,13.635,65,7.0015,2,20,22,0
6192,1,0,1,2,10.66,15.15,56,0.0,1,89,90,1
6193,1,0,1,2,9.84,12.88,60,6.0032,4,276,280,1
6194,1,0,1,2,9.84,14.395,70,0.0,3,510,513,1
6195,1,0,1,2,10.66,14.395,56,6.0032,6,256,262,1
6196,1,0,1,2,10.66,13.635,60,8.9981,8,90,98,1
6197,1,0,1,2,12.3,15.15,45,11.0014,5,107,112,1
6198,1,0,1,2,12.3,14.395,52,15.0013,10,162,172,1
6199,1,0,1,2,14.76,16.665,40,16.9979,6,167,173,2
6200,1,0,1,1,16.4,20.455,40,15.0013,13,111,124,2
6201,1,0,1,2,17.22,21.21,38,30.0026,7,138,145,2
6202,1,0,1,1,17.22,21.21,35,19.9995,15,251,266,2
6203,1,0,1,1,17.22,21.21,38,23.9994,19,504,523,2
6204,1,0,1,2,15.58,19.695,46,19.9995,8,398,406,2
6205,1,0,1,2,14.76,17.425,50,11.0014,11,270,281,3
6206,1,0,1,2,15.58,19.695,46,8.9981,6,178,184,3
6207,1,0,1,2,14.76,18.18,50,7.0015,4,105,109,3
6208,1,0,1,2,14.76,18.18,50,7.0015,5,72,77,3
6209,1,0,1,2,14.76,18.18,50,6.0032,2,55,57,3
6210,1,0,1,1,13.12,17.425,57,0.0,0,22,22,0
6211,1,0,1,1,13.94,18.18,53,0.0,0,5,5,0
6212,1,0,1,1,12.3,16.665,61,0.0,0,4,4,0
6213,1,0,1,1,11.48,15.91,75,0.0,0,3,3,0
6214,1,0,1,1,11.48,14.395,70,7.0015,0,1,1,0
6215,1,0,1,1,11.48,14.395,70,7.0015,0,25,25,0
6216,1,0,1,1,12.3,15.15,61,8.9981,3,92,95,1
6217,1,0,1,2,12.3,14.395,65,12.998,3,318,321,1
6218,1,0,1,1,13.12,14.395,61,23.9994,7,508,515,1
6219,1,0,1,1,13.12,15.15,61,22.0028,5,226,231,1
6220,1,0,1,1,13.94,15.15,57,19.9995,12,108,120,1
6221,1,0,1,1,14.76,16.665,53,19.0012,13,125,138,1
6222,1,0,1,1,15.58,19.695,46,26.0027,11,152,163,1
6223,1,0,1,1,16.4,20.455,43,19.0012,11,159,170,2
6224,1,0,1,1,17.22,21.21,41,23.9994,6,128,134,2
6225,1,0,1,1,17.22,21.21,41,15.0013,7,164,171,2
6226,1,0,1,1,17.22,21.21,38,12.998,9,222,231,2
6227,1,0,1,1,17.22,21.21,38,12.998,17,470,487,2
6228,1,0,1,1,16.4,20.455,40,15.0013,9,459,468,2
6229,1,0,1,1,15.58,19.695,43,11.0014,9,302,311,3
6230,1,0,1,1,14.76,17.425,46,11.0014,4,207,211,3
6231,1,0,1,1,13.94,16.665,53,11.0014,8,170,178,3
6232,1,0,1,1,13.94,17.425,49,7.0015,3,104,107,3
6233,1,0,1,1,13.94,17.425,53,6.0032,4,54,58,3
6234,1,0,1,2,12.3,15.15,70,8.9981,1,22,23,0
6235,1,0,1,2,12.3,16.665,70,0.0,0,5,5,0
6236,1,0,1,2,12.3,15.91,70,6.0032,1,6,7,0
6237,1,0,1,2,12.3,16.665,61,0.0,0,1,1,0
6238,1,0,1,3,12.3,15.91,70,6.0032,0,3,3,0
6239,1,0,1,2,12.3,16.665,70,0.0,0,20,20,0
6240,1,0,1,2,12.3,15.91,70,6.0032,4,83,87,1
6241,1,0,1,2,12.3,15.15,70,8.9981,3,285,288,1
6242,1,0,1,2,12.3,15.91,70,6.0032,9,489,498,1
6243,1,0,1,2,12.3,15.15,70,11.0014,3,199,202,1
6244,1,0,1,3,13.12,16.665,70,8.9981,2,42,44,1
6245,1,0,1,3,13.12,16.665,70,7.0015,2,69,71,1
6246,1,0,1,3,13.12,16.665,76,6.0032,1,44,45,1
6247,1,0,1,3,13.94,15.91,71,16.9979,2,62,64,2
6248,1,0,1,3,13.12,15.91,81,12.998,1,30,31,2
6249,1,0,1,3,13.94,18.18,76,0.0,3,50,53,2
6250,1,0,1,3,13.94,18.18,81,0.0,8,110,118,2
6251,1,0,1,3,13.94,18.18,87,0.0,8,281,289,2
6252,1,0,1,3,13.94,16.665,87,8.9981,8,345,353,2
6253,1,0,1,2,13.12,15.91,87,11.0014,4,254,258,3
6254,1,0,1,2,13.12,16.665,87,8.9981,5,211,216,3
6255,1,0,1,2,13.94,17.425,81,7.0015,3,142,145,3
6256,1,0,1,2,13.12,17.425,81,0.0,3,108,111,3
6257,1,0,1,1,13.12,16.665,81,6.0032,3,70,73,3
6258,1,0,1,2,12.3,16.665,87,0.0,2,32,34,0
6259,1,0,1,2,12.3,16.665,93,0.0,2,16,18,0
6260,1,0,1,2,12.3,15.91,93,7.0015,1,11,12,0
6261,1,0,1,2,11.48,14.395,93,7.0015,0,1,1,0
6262,1,0,1,2,11.48,13.635,93,12.998,0,1,1,0
6263,1,0,1,2,11.48,13.635,93,11.0014,0,16,16,0
6264,1,0,1,2,11.48,14.395,96,8.9981,1,70,71,1
6265,1,0,1,2,11.48,14.395,93,7.0015,4,222,226,1
6266,1,0,1,2,10.66,15.15,100,0.0,4,516,520,1
6267,1,0,1,2,10.66,15.15,100,0.0,8,275,283,1
6268,1,0,1,1,13.94,15.91,71,19.0012,13,103,116,1
6269,1,0,1,1,14.76,16.665,62,27.9993,9,133,142,1
6270,1,0,1,1,15.58,19.695,46,26.0027,21,177,198,1
6271,1,0,1,1,16.4,20.455,43,23.9994,34,171,205,2
6272,1,0,1,1,16.4,20.455,37,23.9994,33,137,170,2
6273,1,0,1,1,17.22,21.21,35,27.9993,41,180,221,2
6274,1,0,1,1,17.22,21.21,32,19.9995,56,251,307,2
6275,1,0,1,1,17.22,21.21,32,22.0028,36,429,465,2
6276,1,0,1,1,16.4,20.455,35,16.9979,15,362,377,2
6277,1,0,1,1,15.58,19.695,37,15.0013,16,266,282,3
6278,1,0,1,1,16.4,20.455,35,12.998,13,158,171,3
6279,1,0,1,1,15.58,19.695,37,12.998,15,114,129,3
6280,1,0,1,1,14.76,17.425,40,15.0013,15,92,107,3
6281,1,0,1,1,14.76,17.425,40,12.998,10,72,82,3
6282,1,0,0,1,13.94,16.665,42,11.0014,5,81,86,0
6283,1,0,0,1,13.12,15.91,49,11.0014,7,38,45,0
6284,1,0,0,1,12.3,14.395,61,16.9979,6,39,45,0
6285,1,0,0,1,11.48,14.395,65,7.0015,3,15,18,0
6286,1,0,0,1,10.66,15.15,70,0.0,3,4,7,0
6287,1,0,0,1,9.84,12.88,70,6.0032,0,1,1,0
6288,1,0,0,1,9.84,14.395,70,0.0,1,8,9,1
6289,1,0,0,1,9.84,14.395,70,0.0,8,33,41,1
6290,1,0,0,1,9.02,13.635,87,0.0,10,92,102,1
6291,1,0,0,1,9.02,12.12,80,7.0015,22,116,138,1
6292,1,0,0,1,10.66,13.635,81,7.0015,48,157,205,1
6293,1,0,0,1,13.12,16.665,57,8.9981,102,184,286,1
6294,1,0,0,1,14.76,17.425,43,12.998,128,241,369,1
6295,1,0,0,1,16.4,20.455,43,19.0012,165,219,384,2
6296,1,0,0,1,18.04,21.97,35,23.9994,183,244,427,2
6297,1,0,0,1,17.22,21.21,41,16.9979,229,270,499,2
6298,1,0,0,1,18.04,21.97,44,22.0028,186,218,404,2
6299,1,0,0,1,19.68,23.485,36,19.0012,142,222,364,2
6300,1,0,0,1,18.86,22.725,38,19.9995,70,176,246,2
6301,1,0,0,1,18.04,21.97,44,11.0014,38,150,188,3
6302,1,0,0,1,18.04,21.97,44,11.0014,25,123,148,3
6303,1,0,0,1,18.04,21.97,33,19.9995,25,89,114,3
6304,1,0,0,1,16.4,20.455,40,30.0026,17,101,118,3
6305,1,0,0,2,14.76,16.665,40,26.0027,12,62,74,3
6306,1,0,0,2,13.94,15.15,39,23.9994,9,65,74,0
6307,1,0,0,2,13.12,15.15,39,16.9979,10,62,72,0
6308,1,0,0,2,12.3,14.395,36,19.0012,3,45,48,0
6309,1,0,0,2,12.3,14.395,36,15.0013,3,12,15,0
6310,1,0,0,2,11.48,12.88,41,26.0027,0,3,3,0
6311,1,0,0,2,10.66,11.365,48,19.9995,1,1,2,0
6312,1,0,0,1,9.84,10.605,52,22.0028,0,5,5,1
6313,1,0,0,2,9.84,10.605,52,19.0012,2,12,14,1
6314,1,0,0,2,9.84,11.365,56,12.998,8,48,56,1
6315,1,0,0,2,9.84,11.365,56,16.9979,20,73,93,1
6316,1,0,0,2,10.66,12.12,52,16.9979,49,142,191,1
6317,1,0,0,2,10.66,11.365,56,22.0028,82,144,226,1
6318,1,0,0,2,11.48,13.635,52,16.9979,71,184,255,1
6319,1,0,0,1,12.3,15.15,49,11.0014,64,197,261,2
6320,1,0,0,2,13.12,15.91,45,12.998,48,189,237,2
6321,1,0,0,2,12.3,14.395,49,12.998,85,168,253,2
6322,1,0,0,2,13.12,15.15,45,19.0012,62,150,212,2
6323,1,0,0,2,12.3,14.395,49,16.9979,22,135,157,2
6324,1,0,0,2,12.3,13.635,49,22.0028,23,144,167,2
6325,1,0,0,2,12.3,14.395,52,16.9979,18,101,119,3
6326,1,0,0,2,12.3,14.395,52,19.0012,22,81,103,3
6327,1,0,0,3,10.66,12.88,65,11.0014,3,33,36,3
6328,1,0,0,3,9.84,12.88,75,6.0032,8,47,55,3
6329,1,0,0,2,9.02,11.365,93,11.0014,5,30,35,3
6330,1,0,1,2,17.22,21.21,94,0.0,1,10,11,0
6331,1,0,1,3,18.86,22.725,94,7.0015,0,12,12,0
6332,1,0,1,2,18.86,22.725,94,19.0012,0,6,6,0
6333,1,0,1,1,18.86,22.725,94,15.0013,0,3,3,0
6334,1,0,1,1,19.68,23.485,88,12.998,0,5,5,0
6335,1,0,1,1,19.68,23.485,88,11.0014,0,18,18,0
6336,1,0,1,2,17.22,21.21,94,0.0,2,107,109,1
6337,1,0,1,2,18.04,21.97,94,8.9981,8,296,304,1
6338,1,0,1,1,17.22,21.21,94,8.9981,15,579,594,1
6339,1,0,1,1,18.86,22.725,77,16.9979,5,281,286,1
6340,1,0,1,1,21.32,25.0,55,11.0014,11,122,133,1
6341,1,0,1,1,22.96,26.515,43,12.998,19,149,168,1
6342,1,0,1,1,22.96,26.515,37,15.0013,16,204,220,1
6343,1,0,1,1,23.78,27.275,32,16.9979,24,187,211,2
6344,1,0,1,1,23.78,27.275,35,15.0013,37,174,211,2
6345,1,0,1,1,24.6,31.06,31,16.9979,31,192,223,2
6346,1,0,1,1,23.78,27.275,32,19.9995,38,323,361,2
6347,1,0,1,1,22.96,26.515,35,19.9995,49,551,600,2
6348,1,0,1,1,22.14,25.76,34,23.9994,27,498,525,2
6349,1,0,1,1,19.68,23.485,41,22.0028,11,317,328,3
6350,1,0,1,1,18.04,21.97,44,27.9993,12,242,254,3
6351,1,0,1,1,17.22,21.21,47,31.0009,7,190,197,3
6352,1,0,1,1,15.58,19.695,50,16.9979,3,123,126,3
6353,1,0,1,1,14.76,17.425,50,15.0013,9,76,85,3
6354,1,0,1,1,13.94,16.665,53,11.0014,1,45,46,0
6355,1,0,1,1,13.94,15.91,49,15.0013,2,18,20,0
6356,1,0,1,1,13.94,15.91,53,19.0012,2,4,6,0
6357,1,0,1,1,13.12,15.91,57,12.998,0,3,3,0
6358,1,0,1,1,13.12,17.425,61,0.0,0,2,2,0
6359,1,0,1,1,12.3,16.665,70,0.0,0,24,24,0
6360,1,0,1,1,12.3,16.665,70,0.0,4,88,92,1
6361,1,0,1,1,12.3,16.665,70,0.0,4,258,262,1
6362,1,0,1,1,11.48,15.15,75,6.0032,16,533,549,1
6363,1,0,1,1,12.3,16.665,81,0.0,15,299,314,1
6364,1,0,1,1,14.76,17.425,50,11.0014,14,118,132,1
6365,1,0,1,1,15.58,19.695,46,12.998,40,154,194,1
6366,1,0,1,1,16.4,20.455,43,11.0014,40,194,234,1
6367,1,0,1,1,17.22,21.21,44,15.0013,31,191,222,2
6368,1,0,1,2,18.04,21.97,44,19.0012,29,176,205,2
6369,1,0,1,2,17.22,21.21,50,19.9995,5,73,78,2
6370,1,0,1,3,16.4,20.455,58,19.9995,1,49,50,2
6371,1,0,1,3,14.76,17.425,81,15.0013,5,123,128,2
6372,1,0,1,3,14.76,17.425,87,12.998,6,154,160,2
6373,1,0,1,3,14.76,17.425,87,12.998,12,162,174,3
6374,1,0,1,2,14.76,17.425,87,12.998,7,93,100,3
6375,1,0,1,3,14.76,18.18,87,6.0032,2,99,101,3
6376,1,0,1,2,14.76,18.94,87,0.0,6,69,75,3
6377,1,0,1,2,14.76,18.94,87,0.0,4,19,23,3
6378,1,0,0,3,14.76,18.18,93,6.0032,1,21,22,0
6379,1,0,0,3,14.76,18.94,93,0.0,0,44,44,0
6380,1,0,0,3,14.76,18.18,93,6.0032,4,34,38,0
6381,1,0,0,2,14.76,17.425,93,11.0014,1,20,21,0
6382,1,0,0,2,14.76,17.425,93,12.998,0,2,2,0
6383,1,0,0,2,14.76,18.18,93,6.0032,1,1,2,0
6384,1,0,0,2,14.76,18.18,93,6.0032,1,6,7,1
6385,1,0,0,2,14.76,17.425,93,8.9981,2,14,16,1
6386,1,0,0,3,14.76,18.94,93,0.0,2,46,48,1
6387,1,0,0,3,15.58,19.695,87,6.0032,7,87,94,1
6388,1,0,0,2,16.4,20.455,87,0.0,31,137,168,1
6389,1,0,0,2,16.4,20.455,87,6.0032,33,181,214,1
6390,1,0,0,2,17.22,21.21,67,16.9979,47,252,299,1
6391,1,0,0,1,18.04,21.97,51,19.0012,87,252,339,2
6392,1,0,0,2,18.86,22.725,44,23.9994,151,279,430,2
6393,1,0,0,1,19.68,23.485,29,19.9995,145,254,399,2
6394,1,0,0,1,20.5,24.24,27,19.9995,167,300,467,2
